#
# Results on Wednesday August 21 2019 10:55:41 UTC.
# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36
# Design number was non-random = 0
#
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Item number.
# 5. Element number.
# 6. Type.
# 7. Group.
# 8. Field name.
# 9. Field value.
1566384942,1e5fe4d43cb0b75572c9dad7a16fcd63,Form,6,0,consent,NULL,consent,yes
1566384942,1e5fe4d43cb0b75572c9dad7a16fcd63,Form,6,0,consent,NULL,_REACTION_TIME_,1788
1566384942,1e5fe4d43cb0b75572c9dad7a16fcd63,Form,1,0,intro,NULL,age,1
1566384942,1e5fe4d43cb0b75572c9dad7a16fcd63,Form,1,0,intro,NULL,natlang,l
1566384942,1e5fe4d43cb0b75572c9dad7a16fcd63,Form,1,0,intro,NULL,otherlang,l
1566384942,1e5fe4d43cb0b75572c9dad7a16fcd63,Form,1,0,intro,NULL,Prolific,l
1566384942,1e5fe4d43cb0b75572c9dad7a16fcd63,Form,1,0,intro,NULL,gender,female
1566384942,1e5fe4d43cb0b75572c9dad7a16fcd63,Form,1,0,intro,NULL,_REACTION_TIME_,3736
1566384942,1e5fe4d43cb0b75572c9dad7a16fcd63,Form,2,0,intro1,NULL,_REACTION_TIME_,556
1566384942,1e5fe4d43cb0b75572c9dad7a16fcd63,Form,3,0,intro2,NULL,_REACTION_TIME_,587
1566384942,1e5fe4d43cb0b75572c9dad7a16fcd63,Form,4,0,intro3,NULL,_REACTION_TIME_,587
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Item number.
# 5. Element number.
# 6. Type.
# 7. Group.
# 8. html.
# 9. startValue.
# 10. endValue.
# 11. value.
1566384942,1e5fe4d43cb0b75572c9dad7a16fcd63,MultiSlider,26,0,EveryNot.All.HowManyBias,7,<b> Some but not all </b> of the infants have been changed,0.00,100.00,50.00
1566384942,1e5fe4d43cb0b75572c9dad7a16fcd63,MultiSlider,53,0,EveryNot.Some.HowManyBias,16,<b> Some but not all </b> of the employees will be fired,0.00,100.00,50.00
1566384942,1e5fe4d43cb0b75572c9dad7a16fcd63,MultiSlider,8,0,EveryNot.All.HowManyBias,1,<b> Some but not all </b> of the kindergartners got on the bus,0.00,100.00,50.00
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Item number.
# 5. Element number.
# 6. Type.
# 7. Group.
# 8. Sentence (or sentence MD5).
1566384942,1e5fe4d43cb0b75572c9dad7a16fcd63,MultiSlider,71,0,EveryNot.None.HowManyBias,22,The unsuccessful broker has made some risky investments in the stock market. He nervously stared at the monitor%2C because whether he can pay for the mortgage depends on the number of the investments that work out.
1566384942,1e5fe4d43cb0b75572c9dad7a16fcd63,MultiSlider,71,0,EveryNot.None.HowManyBias,22,How likely are the following situations?
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Item number.
# 5. Element number.
# 6. Type.
# 7. Group.
# 8. html.
# 9. startValue.
# 10. endValue.
# 11. value.
1566384942,1e5fe4d43cb0b75572c9dad7a16fcd63,MultiSlider,71,0,EveryNot.None.HowManyBias,22,<b> Some but not all </b> of the investment paid off,0.00,100.00,0.00
1566384942,1e5fe4d43cb0b75572c9dad7a16fcd63,MultiSlider,66,0,EveryNot.None.AllBias,20, She didn't win<b> any of </b>the medals,0.00,100.00,50.00
1566384942,1e5fe4d43cb0b75572c9dad7a16fcd63,MultiSlider,79,0,EveryNot.None.NoneBias,24,<b> All </b> of the appointments will be cancelled,0.00,100.00,50.00
1566384942,1e5fe4d43cb0b75572c9dad7a16fcd63,MultiSlider,44,0,EveryNot.Some.HowManyBias,13,<b> Some but not all </b> of the books have been cataloged,0.00,100.00,50.00
1566384942,1e5fe4d43cb0b75572c9dad7a16fcd63,MultiSlider,21,0,EveryNot.All.AllBias,5,<b> None </b> of the boxes have been opened,0.00,100.00,50.00
1566384942,1e5fe4d43cb0b75572c9dad7a16fcd63,MultiSlider,61,0,EveryNot.None.NoneBias,18,<b> All </b> of the sheep will be sold,0.00,100.00,50.00
1566384942,1e5fe4d43cb0b75572c9dad7a16fcd63,MultiSlider,70,0,EveryNot.None.NoneBias,21, Julia failed<b> all of </b>the classes,0.00,100.00,50.00
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Item number.
# 5. Element number.
# 6. Type.
# 7. Group.
# 8. Sentence (or sentence MD5).
1566384942,1e5fe4d43cb0b75572c9dad7a16fcd63,MultiSlider,62,0,EveryNot.None.HowManyBias,19,Bill is an average runner who tried to break five Guinness records of running. At the day of the challenge%2C he tried hard to break as many records as he could.
1566384942,1e5fe4d43cb0b75572c9dad7a16fcd63,MultiSlider,62,0,EveryNot.None.HowManyBias,19,How likely are the following situations?
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Item number.
# 5. Element number.
# 6. Type.
# 7. Group.
# 8. html.
# 9. startValue.
# 10. endValue.
# 11. value.
1566384942,1e5fe4d43cb0b75572c9dad7a16fcd63,MultiSlider,62,0,EveryNot.None.HowManyBias,19,<b> Some but not all </b> of the records were broken in the end,0.00,100.00,50.00
1566384942,1e5fe4d43cb0b75572c9dad7a16fcd63,MultiSlider,30,0,EveryNot.All.AllBias,8,<b> None </b> of the guests were dressed properly,0.00,100.00,50.00
1566384942,1e5fe4d43cb0b75572c9dad7a16fcd63,MultiSlider,39,0,EveryNot.Some.AllBias,11,<b> None </b> of the sales were closed in the end,0.00,100.00,50.00
1566384942,1e5fe4d43cb0b75572c9dad7a16fcd63,MultiSlider,35,0,EveryNot.Some.HowManyBias,10,The kids answered <b> some but not all of </b>the questions correctly,0.00,100.00,50.00
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Item number.
# 5. Element number.
# 6. Type.
# 7. Group.
# 8. Sentence (or sentence MD5).
1566384942,1e5fe4d43cb0b75572c9dad7a16fcd63,MultiSlider,34,0,EveryNot.Some.NoneBias,9,The teacher has just finished correcting exams. The dean wants an update because the school will be closed if all of the students failed.
1566384942,1e5fe4d43cb0b75572c9dad7a16fcd63,MultiSlider,34,0,EveryNot.Some.NoneBias,9,How likely are the following situations?
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Item number.
# 5. Element number.
# 6. Type.
# 7. Group.
# 8. html.
# 9. startValue.
# 10. endValue.
# 11. value.
1566384942,1e5fe4d43cb0b75572c9dad7a16fcd63,MultiSlider,34,0,EveryNot.Some.NoneBias,9,<b> All </b> of the students passed the exam,0.00,100.00,50.00
1566384942,1e5fe4d43cb0b75572c9dad7a16fcd63,MultiSlider,12,0,EveryNot.All.AllBias,2,<b> None </b> of the six deer survived,0.00,100.00,50.00
1566384942,1e5fe4d43cb0b75572c9dad7a16fcd63,MultiSlider,75,0,EveryNot.None.AllBias,23,<b> None </b> of the operations were successful,0.00,100.00,50.00
1566384942,1e5fe4d43cb0b75572c9dad7a16fcd63,MultiSlider,43,0,EveryNot.Some.NoneBias,12,Sue and Marc have visited<b> all of </b>the booths so far,0.00,100.00,50.00
1566384942,1e5fe4d43cb0b75572c9dad7a16fcd63,MultiSlider,52,0,EveryNot.Some.NoneBias,15,<b> All </b> of Barney's submissions have been published,0.00,100.00,50.00
1566384942,1e5fe4d43cb0b75572c9dad7a16fcd63,MultiSlider,16,0,EveryNot.All.NoneBias,3,<b> All </b> of the student essays were graded,0.00,100.00,50.00
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Item number.
# 5. Element number.
# 6. Type.
# 7. Group.
# 8. Sentence (or sentence MD5).
1566384942,1e5fe4d43cb0b75572c9dad7a16fcd63,MultiSlider,17,0,EveryNot.All.HowManyBias,4,The couple has been planning their wedding for next month. The bride wants to know if they are behind schedule to finish writing the invitations.
1566384942,1e5fe4d43cb0b75572c9dad7a16fcd63,MultiSlider,17,0,EveryNot.All.HowManyBias,4,How likely are the following situations?
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Item number.
# 5. Element number.
# 6. Type.
# 7. Group.
# 8. html.
# 9. startValue.
# 10. endValue.
# 11. value.
1566384942,1e5fe4d43cb0b75572c9dad7a16fcd63,MultiSlider,17,0,EveryNot.All.HowManyBias,4,<b> Some but not all </b> of the wedding invitations have been written,0.00,100.00,50.00
1566384942,1e5fe4d43cb0b75572c9dad7a16fcd63,MultiSlider,25,0,EveryNot.All.NoneBias,6,<b> All </b> of the new songs have been demoed,0.00,100.00,50.00
1566384942,1e5fe4d43cb0b75572c9dad7a16fcd63,MultiSlider,48,0,EveryNot.Some.AllBias,14, Roy hasn't been invited to<b> any of </b>the Major League Gaming tournaments,0.00,100.00,50.00
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
